"objectid","2name","name","gis_acres","park_type","address","owner","source_id","source","source_dt","src_notes"
"2649","Estrella Park","Estrella County Park","6.85450594","Local","9810 Estrella Drive, Spring Valley, CA 91977","County DPR","DPR-PRK-100035","County of San Diego","0621","Local Park"
"2650","Eucalyptus Park","Eucalyptus County Park","6.74935171","Local","9125 Edgewood Drive, Spring Valley, CA 91977","County DPR","DPR-PRK-100036","County of San Diego","0621","Local Park"
"2651","Fallbrook Community Center","Fallbrook Community Center","8.54740868","Local","341 Heald Lane, Fallbrook, CA 92028","County DPR","DPR-PRK-100037","County of San Diego","0621","Facility"
"2652","Guajome Park","Guajome County Park","389.85650833","Regional","3000 Guajome Lake Road, Oceanside, CA 92057","County DPR","DPR-PRK-100038","County of San Diego","0621","Regional Park"
"2653","Heritage Park","Heritage County Park","8.44045596","Historic","2454 Heritage Park Row, San Diego, CA 92110","County DPR","DPR-PRK-100039","County of San Diego","0621","Historic Site"
"2654","Hillsdale Park","Hillsdale County Park","0.53036291","Local","1301 Brabhan St., El Cajon, CA, 92019","County DPR","DPR-PRK-100040","County of San Diego","0621","Local Park"
"2655","Hilton Head Park","Hilton Head County Park","9.90770039","Local","1605 Hilton Head Road, El Cajon, CA 92019","County DPR","DPR-PRK-100041","County of San Diego","0621","Local Park"
"2656","Ildica Park","Ildica County Park","0.51052648","Local","8604 Ildica St., Spring Valley, CA 91977","County DPR","DPR-PRK-100042","County of San Diego","0621","Local Park"
"2657","In-Ko-Pah Park","In-Ko-Pah County Park","159.10723963","Open Space","48682 In-Ko-Pah Park Road, Jacumba, CA 91934","County DPR","DPR-PRK-100043","County of San Diego","0621","Open Space Preserve"
"2658","Jess Martin Park","Jess Martin County Park","8.42806680","Local","2655 Highway 79, Julian, CA 92036","County DPR","DPR-PRK-100044","County of San Diego","0621","Local Park"
"2659","Rios Baseball Park","Rios Baseball Park","10.06614952","Local","9700 Flinn Springs Road, El Cajon, CA 92021","County DPR","DPR-PRK-100045","County of San Diego","0621","Sports Park"
"2660","Sage Hill Preserve","Sage Hill County Preserve","231.45319382","Open Space","742 Clarence Lane, Escondido, CA 92025","County DPR","DPR-PRK-100047","County of San Diego","0621","Open Space Preserve"
"2661","San Elijo Lagoon Reserve","San Elijo Lagoon and Ecological Reserve","971.92959199","Open Space","2710 Manchester Ave., Cardiff-by-the-Sea, CA 92007","County DPR","DPR-PRK-100048","County of San Diego","0621","Ecological Reserve"
"2662","Santa Margarita Preserve","Santa Margarita County Preserve","211.27896874","Open Space","37385 De Luz Road, Fallbrook, CA 92028","County DPR","DPR-PRK-100049","County of San Diego","0621","Open Space Preserve"
"2663","Santa Ysabel East Preserve","Santa Ysabel East County Preserve","4573.25913042","Open Space","500 Farmer Road, Julian, CA 92036","County DPR","DPR-PRK-100050","County of San Diego","0621","Open Space Preserve"
"2664","Santa Ysabel West Preserve","Santa Ysabel West County Preserve","1738.04911352","Open Space","29510 Highway 78, Santa Ysabel, CA 92070","County DPR","DPR-PRK-100051","County of San Diego","0621","Open Space Preserve"
"2665","Simon Preserve","Simon County Preserve","616.92562159","Open Space","23500 Bassett St., Ramona, CA 92065","County DPR","DPR-PRK-100052","County of San Diego","0621","Open Space Preserve"
"2666","South Lane Park","South Lane County Park","9.22586398","Local","218 South Lane, El Cajon, CA 92021","County DPR","DPR-PRK-100053","County of San Diego","0621","Local Park"
"2667","Spring Valley Park","Spring Valley County Park","5.17408077","Local","8735 Jamacha Blvd., Spring Valley, CA 91977","County DPR","DPR-PRK-100054","County of San Diego","0621","Local Park"
"2668","Julian Pioneer Park / Museum","Julian Pioneer County Park / Museum","1.34868242","Historic","2811 Washington St., Julian, CA 92036","County DPR","DPR-PRK-100055","County of San Diego","0621","Historic Site"
"2669","Knollwood Preserve","Knollwood County Preserve","20.68746435","Open Space","29645 Platanus Drive, Escondido, CA 92026","County DPR","DPR-PRK-100056","County of San Diego","0621","Open Space Preserve"
"2670","Lake Morena Park","Lake Morena County Park","3183.93625100","Regional","2550 Lake Morena Drive, Campo, CA 91906","County DPR","DPR-PRK-100057","County of San Diego","0621","Regional Park"
"2671","Lakeside Sports Park","Lakeside Sports Park","15.74212818","Local","10030 Marathon Parkway, Lakeside, CA 92040","County DPR","DPR-PRK-100058","County of San Diego","0621","Sports Park"
"2672","Lamar Park","Lamar County Park","8.78756004","Local","3180 Bancroft Drive, Spring Valley, CA 91977","County DPR","DPR-PRK-100060","County of San Diego","0621","Local Park"
"2673","Daley Preserve","Lawrence and Barbara Daley County Preserve","580.78601461","Open Space","17100 Campo Road, Dulzura, CA 91917","County DPR","DPR-PRK-100061","County of San Diego","0621","Open Space Preserve"
"2674","Lincoln Acres Park","Lincoln Acres County Park","1.66342794","Local","2717 Granger Ave., National City, CA 91950","County DPR","DPR-PRK-100062","County of San Diego","0621","Local Park"
"2675","Lindo Lake Park","Lindo Lake County Park","54.56517415","Local","12660 Lindo Lane, Lakeside, CA 92040","County DPR","DPR-PRK-100063","County of San Diego","0621","Local Park"
"2676","Live Oak Park","Live Oak County Park","26.99642031","Local","2746 Reche Road, Fallbrook, CA 92028","County DPR","DPR-PRK-100064","County of San Diego","0621","Local Park"
"2677","Lonny Brewer Park","Lonny Brewer County Park","5.21772828","Local","10925 Fury Lane, El Cajon, CA 92019","County DPR","DPR-PRK-100065","County of San Diego","0621","Local Park"
"2678","Los Coches Historical Marker","Los Coches Historical Marker","0.00340448","Historic","UNK","County DPR","DPR-PRK-100066","County of San Diego","0621","Historic Site"
"2679","Lusardi Creek Preserve","Lusardi Creek County Preserve","225.96097192","Open Space","16500 Rio Vista Road, San Diego, CA 92127","County DPR","DPR-PRK-100067","County of San Diego","0621","Open Space Preserve"
"2680","Magdalena Ecke Preserve","Magdalena Ecke County Preserve","29.79319772","Open Space","2710 Manchester Ave. Cardiff, CA 92007","County DPR","DPR-PRK-100068","County of San Diego","0621","Open Space Preserve"
"2681","Mason Preserve","Mason County Preserve","368.02546411","Open Space","1190 Harris Ranch Road, Potrero, CA 91963","County DPR","DPR-PRK-100069","County of San Diego","0621","Open Space Preserve"
"2682","Mexican Canyon Preserve","Mexican Canyon County Preserve","0.24289992","Open Space","14270 Mexican Canyon Road, Jamul CA 91935","County DPR","DPR-PRK-100070","County of San Diego","0621","Open Space Preserve"
"2683","Mt. Olympus Preserve","Mt. Olympus County Preserve","800.98467119","Open Space","7000 Mount Olympus Valley Road, Fallbrook CA 92028","County DPR","DPR-PRK-100071","County of San Diego","0621","Open Space Preserve"
"2684","Mountain Springs Park","Mountain Springs County Park","132.84227351","Open Space","UNK","County DPR","DPR-PRK-100072","County of San Diego","0621","Open Space Preserve"
"2685","Nancy Jane Park","Nancy Jane County Park","1.88257159","Local","120 N. Park Drive, El Cajon, CA 92021","County DPR","DPR-PRK-100074","County of San Diego","0621","Local Park"
"2686","Old Ironsides Park","Old Ironsides County Park","3.36653375","Local","326 Harbison Canyon Road, El Cajon, CA 92020","County DPR","DPR-PRK-100076","County of San Diego","0621","Local Park"
"2687","Old Springs Preserve","Old Springs County Preserve","307.62798813","Open Space","2465 Old Springs Road, Borrego Springs, CA 92004","County DPR","DPR-PRK-100077","County of San Diego","0621","Open Space Preserve"
"2688","Furby North Preserve","Furby North County Preserve","78.52697241","Open Space","4500 Otay Mesa Road, San Diego, CA 92154","County DPR","DPR-PRK-100079","County of San Diego","0621","Open Space Preserve"
"2689","Pala Mesa Preserve","Pala Mesa County Preserve","17.19045662","Open Space","220 Rice Canyon Road, Fallbrook, CA 92028","County DPR","DPR-PRK-100080","County of San Diego","0621","Open Space Preserve"
"2690","Palomar Mountain Park","Palomar Mountain County Park","3.44607800","Local","21818 Crestline Road, Palomar Mountain, CA 92060","County DPR","DPR-PRK-100081","County of San Diego","0621","Local Park"
"2691","Potrero Park","Potrero County Park","138.05964926","Regional","24800 Potrero Park Drive, Potrero, CA 91963","County DPR","DPR-PRK-100082","County of San Diego","0621","Regional Park"
"2692","San Diego Botanic Garden","San Diego Botanic Garden","28.30953358","Local","230 Quail Gardens Drive, Encinitas, CA 92024","County DPR","DPR-PRK-100083","County of San Diego","0621","Garden"
"2693","Rainbow Park","Rainbow County Park","4.34205473","Local","5157 5th St., Rainbow, CA 92028","County DPR","DPR-PRK-100084","County of San Diego","0621","Local Park"
"2694","Ramona Grasslands Preserve","Ramona Grasslands County Preserve","3513.96283177","Open Space","17460 Highland Valley Road, Ramona, CA 92065","County DPR","DPR-PRK-100085","County of San Diego","0621","Open Space Preserve"
"2695","Santa Maria Creek Park","Santa Maria Creek County Park","1.17733303","Local","1700 Montecito Road, Ramona, CA 92065","County DPR","DPR-PRK-100086","County of San Diego","0621","Local Park"
"2696","Rancho Guajome Adobe","Rancho Guajome Adobe","150.86154865","Historic","3000 Guajome Lake Road, Oceanside, CA 92057","County DPR","DPR-PRK-100087","County of San Diego","0621","Historic Site"
"2697","Rancho Penasquitos Adobe","Rancho Penasquitos Adobe","67.06971396","Historic","12122 Canyonside Park, San Diego 92129","County DPR","DPR-PRK-100088","County of San Diego","0621","Historic Site"
"2698","Steele Canyon Park","Steele Canyon County Park","8.31112165","Local","2825 Steele Canyon Road, El Cajon, CA 92019","County DPR","DPR-PRK-100090","County of San Diego","0621","Local Park"
"2699","Sweetwater Lane Sports Complex","Sweetwater Lane Sports Complex","10.42629003","Local","UNK","County DPR","DPR-PRK-100092","County of San Diego","0621","Sports Park"
"2700","Del Dios Highlands Preserve","Del Dios Highlands County Preserve","781.99653560","Open Space","9860 Del Dios Highway, Escondido, CA 92025","County DPR","DPR-PRK-100093","County of San Diego","0621","Open Space Preserve"
"2701","Tijuana River Valley Park","Tijuana River Valley Regional Park","1778.81936081","Regional","2721 Monument Road, San Diego, CA 92154","County DPR","DPR-PRK-100094","County of San Diego","0621","Regional Park"
"2702","Santa Fe Valley Preserve","Santa Fe Valley Preserve","298.69085669","Open Space","8600 Del Dios Highway, San Diego, CA 92127","County DPR","DPR-PRK-100095","County of San Diego","0621","Open Space Preserve"
"2703","Val Sereno Preserve","Val Sereno County Preserve","54.74246085","Open Space","1756 Highland Drive, Del Mar, CA 92104","County DPR","DPR-PRK-100096","County of San Diego","0621","Open Space Preserve"
"2704","Vallecito Park","Vallecito County Park","57.59283254","Regional","37349 Great Southern Overland Stage Route 1849, Ju","County DPR","DPR-PRK-100097","County of San Diego","0621","Regional Park"
"2705","Volcan Mountain Preserve","Volcan Mountain County Preserve","3012.90324122","Open Space","1209 Farmer Road/Wynola Road, Julian, CA 92036","County DPR","DPR-PRK-100099","County of San Diego","0621","Open Space Preserve"
"2706","Whaley House Complex","Whaley House Complex","0.51013597","Historic","2476 San Diego Ave., San Diego, CA 92110","County DPR","DPR-PRK-100100","County of San Diego","0621","Historic Site"
"2707","Wilderness Gardens Preserve","Wilderness Gardens County Preserve","749.80466453","Open Space","14209 Highway 76, Pala, CA 92059","County DPR","DPR-PRK-100101","County of San Diego","0621","Open Space Preserve"
"2708","William Heise Park","William Heise County Park","1016.22026870","Regional","4945 Heise Park Road, Julian, CA 92036","County DPR","DPR-PRK-100102","County of San Diego","0621","Regional Park"
"2709","Woodhaven Park","Woodhaven County Park","8.21347739","Local","1995 Donahue Drive, El Cajon, CA 92019","County DPR","DPR-PRK-100103","County of San Diego","0621","Local Park"
"2710","Eastview Park","Eastview County Park","185.57545143","Local","3218 Summit Meadow Road, Bonita, CA 91902","County DPR","DPR-PRK-100155","County of San Diego","0621","Local Park"
"2711","Pine Valley Park","Pine Valley County Park","55.56419606","Local","28810 Old Highway 80, Pine Valley, CA 91962","County DPR","DPR-PRK-100107","County of San Diego","0621","Local Park"
"2712","San Dieguito Park","San Dieguito County Park","119.57411071","Regional","1756 Highland Drive, Del Mar, CA 92014","County DPR","DPR-PRK-100110","County of San Diego","0621","Regional Park"
"2713","4S Ranch Liberty Park","4S Ranch Liberty Park","4.75473427","Local","17750 Hunters Ridge Road, San Diego, CA 92127","County DPR","DPR-PRK-100112","County of San Diego","0621","Local Park"
"2714","Lakeside Equestrian Facility","Lakeside Equestrian Facility","13.90848748","Regional","UNK","County DPR","DPR-PRK-100113","County of San Diego","0621","Regional Park"
"2715","Otay Lakes Park","Otay Lakes County Park","10.34952500","Local","2270 Weste Road, Chula Vista, CA 91915","County DPR","DPR-PRK-100115","County of San Diego","0621","Local Park"
"2716","Barnett Ranch Preserve","Barnett Ranch County Preserve","745.05353786","Open Space","1500 Deviney Lane/San Vicente Road, Ramona, CA 920","County DPR","DPR-PRK-100122","County of San Diego","0621","Open Space Preserve"
"2717","Escondido Creek Preserve","Escondido Creek County Preserve","647.98678864","Open Space","742 Clarence Lane, Escondido, CA 92025","County DPR","DPR-PRK-100123","County of San Diego","0621","Open Space Preserve"
"2718","Bottle Peak Preserve","Bottle Peak County Preserve","380.57383263","Open Space","UNK","County DPR","DPR-PRK-100124","County of San Diego","0621","Open Space Preserve"
"2719","Waterfront Park","Waterfront Park","12.69381457","Regional","1600 Pacific Highway, San Diego, CA 92101","County DPR","DPR-PRK-100130","County of San Diego","0621","Regional Park"
"2720","Spring Valley Gym / Teen Ctr","Spring Valley Gymnasium / Teen Center","1.61127481","Local","838 Kempton St., Spring Valley, Ca 91977","County DPR","DPR-PRK-100131","County of San Diego","0621","Facility"
"2721","Hellhole Canyon Preserve","Hellhole Canyon County Preserve","2609.97297254","Open Space","19324 Santee Lane, Valley Center, CA 92082","County DPR","DPR-PRK-100134","County of San Diego","0621","Open Space Preserve"
"2722","Keys Creek Preserve","Keys Creek County Preserve","190.55656062","Open Space","UNK","County DPR","DPR-PRK-100135","County of San Diego","0621","Open Space Preserve"
"2723","4S Ranch Sports Park","4S Ranch Sports Park","18.42516098","Local","16118D 4S Ranch Parkway, San Diego, CA 92127","County DPR","DPR-PRK-100136","County of San Diego","0621","Sports Park"
